Resume ID,Candidate Name,Job ID,Job Title,Semantic Score,Skill Overlap,Final Score,Final %
480,480,556,Software Engineer,0.8555,0.0948,0.6653,66.53
480,480,1736,Software Engineer,0.8334,0.1583,0.6646,66.46
480,480,699,Software Engineer,0.8348,0.1498,0.6635,66.35
480,480,2212,Software Engineer,0.8402,0.1185,0.6598,65.98
480,480,249,JavaScript Developer,0.8334,0.0909,0.6478,64.78
481,481,507,Software Engineer,0.7512,0.0718,0.5813,58.13
481,481,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
481,481,650,Java Developer,0.7447,0.0782,0.5781,57.81
481,481,686,Network Administrator,0.751,0.0,0.5633,56.33
481,481,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
482,482,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
482,482,1143,Java Developer,0.7387,0.0455,0.5654,56.54
482,482,344,Software Engineer,0.7337,0.0135,0.5537,55.37
482,482,1642,Network Administrator,0.716,0.041,0.5472,54.72
482,482,1107,Java Developer,0.7152,0.0417,0.5468,54.68
483,483,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
483,483,960,Backend Developer,0.8105,0.0849,0.6291,62.91
483,483,922,Machine Learning,0.7997,0.0675,0.6167,61.67
483,483,1890,Machine Learning,0.7955,0.0736,0.615,61.5
483,483,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
484,484,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
484,484,1267,Network Administrator,0.6807,0.0462,0.522,52.2
484,484,833,Machine Learning,0.6856,0.0244,0.5203,52.03
484,484,950,Software Engineer,0.6819,0.0333,0.5198,51.98
484,484,457,Backend Developer,0.6713,0.04,0.5134,51.34
485,485,650,Java Developer,0.7278,0.0594,0.5607,56.07
485,485,1271,Database Administrator,0.7097,0.062,0.5478,54.78
485,485,960,Backend Developer,0.7042,0.0632,0.544,54.4
485,485,507,Software Engineer,0.6978,0.0669,0.5401,54.01
485,485,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
486,486,507,Software Engineer,0.7512,0.0718,0.5813,58.13
486,486,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
486,486,650,Java Developer,0.7447,0.0782,0.5781,57.81
486,486,686,Network Administrator,0.751,0.0,0.5633,56.33
486,486,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
487,487,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
487,487,1143,Java Developer,0.7387,0.0455,0.5654,56.54
487,487,344,Software Engineer,0.7337,0.0135,0.5537,55.37
487,487,1642,Network Administrator,0.716,0.041,0.5472,54.72
487,487,1107,Java Developer,0.7152,0.0417,0.5468,54.68
488,488,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
488,488,960,Backend Developer,0.8105,0.0849,0.6291,62.91
488,488,922,Machine Learning,0.7997,0.0675,0.6167,61.67
488,488,1890,Machine Learning,0.7955,0.0736,0.615,61.5
488,488,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
489,489,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
489,489,1267,Network Administrator,0.6807,0.0462,0.522,52.2
489,489,833,Machine Learning,0.6856,0.0244,0.5203,52.03
489,489,950,Software Engineer,0.6819,0.0333,0.5198,51.98
489,489,457,Backend Developer,0.6713,0.04,0.5134,51.34
490,490,650,Java Developer,0.7278,0.0594,0.5607,56.07
490,490,1271,Database Administrator,0.7097,0.062,0.5478,54.78
490,490,960,Backend Developer,0.7042,0.0632,0.544,54.4
490,490,507,Software Engineer,0.6978,0.0669,0.5401,54.01
490,490,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
491,491,507,Software Engineer,0.7512,0.0718,0.5813,58.13
491,491,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
491,491,650,Java Developer,0.7447,0.0782,0.5781,57.81
491,491,686,Network Administrator,0.751,0.0,0.5633,56.33
491,491,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
492,492,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
492,492,1143,Java Developer,0.7387,0.0455,0.5654,56.54
492,492,344,Software Engineer,0.7337,0.0135,0.5537,55.37
492,492,1642,Network Administrator,0.716,0.041,0.5472,54.72
492,492,1107,Java Developer,0.7152,0.0417,0.5468,54.68
493,493,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
493,493,960,Backend Developer,0.8105,0.0849,0.6291,62.91
493,493,922,Machine Learning,0.7997,0.0675,0.6167,61.67
493,493,1890,Machine Learning,0.7955,0.0736,0.615,61.5
493,493,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
494,494,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
494,494,1267,Network Administrator,0.6807,0.0462,0.522,52.2
494,494,833,Machine Learning,0.6856,0.0244,0.5203,52.03
494,494,950,Software Engineer,0.6819,0.0333,0.5198,51.98
494,494,457,Backend Developer,0.6713,0.04,0.5134,51.34
495,495,650,Java Developer,0.7278,0.0594,0.5607,56.07
495,495,1271,Database Administrator,0.7097,0.062,0.5478,54.78
495,495,960,Backend Developer,0.7042,0.0632,0.544,54.4
495,495,507,Software Engineer,0.6978,0.0669,0.5401,54.01
495,495,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
496,496,507,Software Engineer,0.7512,0.0718,0.5813,58.13
496,496,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
496,496,650,Java Developer,0.7447,0.0782,0.5781,57.81
496,496,686,Network Administrator,0.751,0.0,0.5633,56.33
496,496,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
497,497,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
497,497,1143,Java Developer,0.7387,0.0455,0.5654,56.54
497,497,344,Software Engineer,0.7337,0.0135,0.5537,55.37
497,497,1642,Network Administrator,0.716,0.041,0.5472,54.72
497,497,1107,Java Developer,0.7152,0.0417,0.5468,54.68
498,498,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
498,498,960,Backend Developer,0.8105,0.0849,0.6291,62.91
498,498,922,Machine Learning,0.7997,0.0675,0.6167,61.67
498,498,1890,Machine Learning,0.7955,0.0736,0.615,61.5
498,498,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
499,499,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
499,499,1267,Network Administrator,0.6807,0.0462,0.522,52.2
499,499,833,Machine Learning,0.6856,0.0244,0.5203,52.03
499,499,950,Software Engineer,0.6819,0.0333,0.5198,51.98
499,499,457,Backend Developer,0.6713,0.04,0.5134,51.34
500,500,650,Java Developer,0.7278,0.0594,0.5607,56.07
500,500,1271,Database Administrator,0.7097,0.062,0.5478,54.78
500,500,960,Backend Developer,0.7042,0.0632,0.544,54.4
500,500,507,Software Engineer,0.6978,0.0669,0.5401,54.01
500,500,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
501,501,507,Software Engineer,0.7512,0.0718,0.5813,58.13
501,501,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
501,501,650,Java Developer,0.7447,0.0782,0.5781,57.81
501,501,686,Network Administrator,0.751,0.0,0.5633,56.33
501,501,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
502,502,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
502,502,1143,Java Developer,0.7387,0.0455,0.5654,56.54
502,502,344,Software Engineer,0.7337,0.0135,0.5537,55.37
502,502,1642,Network Administrator,0.716,0.041,0.5472,54.72
502,502,1107,Java Developer,0.7152,0.0417,0.5468,54.68
503,503,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
503,503,960,Backend Developer,0.8105,0.0849,0.6291,62.91
503,503,922,Machine Learning,0.7997,0.0675,0.6167,61.67
503,503,1890,Machine Learning,0.7955,0.0736,0.615,61.5
503,503,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
504,504,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
504,504,1267,Network Administrator,0.6807,0.0462,0.522,52.2
504,504,833,Machine Learning,0.6856,0.0244,0.5203,52.03
504,504,950,Software Engineer,0.6819,0.0333,0.5198,51.98
504,504,457,Backend Developer,0.6713,0.04,0.5134,51.34
505,505,650,Java Developer,0.7278,0.0594,0.5607,56.07
505,505,1271,Database Administrator,0.7097,0.062,0.5478,54.78
505,505,960,Backend Developer,0.7042,0.0632,0.544,54.4
505,505,507,Software Engineer,0.6978,0.0669,0.5401,54.01
505,505,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
506,506,507,Software Engineer,0.7512,0.0718,0.5813,58.13
506,506,463,DevOps Engineer,0.7512,0.0718,0.5813,58.13
506,506,650,Java Developer,0.7447,0.0782,0.5781,57.81
506,506,686,Network Administrator,0.751,0.0,0.5633,56.33
506,506,1499,Network Administrator,0.7385,0.0079,0.5558,55.58
507,507,469,DevOps Engineer,0.7398,0.0435,0.5658,56.58
507,507,1143,Java Developer,0.7387,0.0455,0.5654,56.54
507,507,344,Software Engineer,0.7337,0.0135,0.5537,55.37
507,507,1642,Network Administrator,0.716,0.041,0.5472,54.72
507,507,1107,Java Developer,0.7152,0.0417,0.5468,54.68
508,508,239,DevOps Engineer,0.8169,0.0783,0.6323,63.23
508,508,960,Backend Developer,0.8105,0.0849,0.6291,62.91
508,508,922,Machine Learning,0.7997,0.0675,0.6167,61.67
508,508,1890,Machine Learning,0.7955,0.0736,0.615,61.5
508,508,267,DevOps Engineer,0.7863,0.0793,0.6096,60.96
509,509,469,DevOps Engineer,0.6865,0.0735,0.5332,53.32
509,509,1267,Network Administrator,0.6807,0.0462,0.522,52.2
509,509,833,Machine Learning,0.6856,0.0244,0.5203,52.03
509,509,950,Software Engineer,0.6819,0.0333,0.5198,51.98
509,509,457,Backend Developer,0.6713,0.04,0.5134,51.34
510,510,650,Java Developer,0.7278,0.0594,0.5607,56.07
510,510,1271,Database Administrator,0.7097,0.062,0.5478,54.78
510,510,960,Backend Developer,0.7042,0.0632,0.544,54.4
510,510,507,Software Engineer,0.6978,0.0669,0.5401,54.01
510,510,463,DevOps Engineer,0.6978,0.0669,0.5401,54.01
511,511,1919,Database Administrator,0.807,0.0028,0.606,60.6
511,511,515,Java Developer,0.7877,0.0175,0.5951,59.51
511,511,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
511,511,792,Software Engineer,0.7851,0.0138,0.5923,59.23
511,511,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
512,512,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
512,512,817,Backend Developer,0.8311,0.1195,0.6532,65.32
512,512,773,Machine Learning,0.8219,0.1222,0.647,64.7
512,512,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
512,512,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
513,513,743,Network Administrator,0.7682,0.0683,0.5932,59.32
513,513,1315,Database Administrator,0.7418,0.1264,0.588,58.8
513,513,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
513,513,1591,Database Administrator,0.7412,0.0804,0.576,57.6
513,513,1757,Database Administrator,0.7358,0.0846,0.573,57.3
514,514,817,Backend Developer,0.8454,0.1286,0.6662,66.62
514,514,743,Network Administrator,0.8328,0.0888,0.6468,64.68
514,514,715,Database Administrator,0.8241,0.1081,0.6451,64.51
514,514,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
514,514,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
515,515,1919,Database Administrator,0.807,0.0028,0.606,60.6
515,515,515,Java Developer,0.7877,0.0175,0.5951,59.51
515,515,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
515,515,792,Software Engineer,0.7851,0.0138,0.5923,59.23
515,515,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
516,516,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
516,516,817,Backend Developer,0.8311,0.1195,0.6532,65.32
516,516,773,Machine Learning,0.8219,0.1222,0.647,64.7
516,516,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
516,516,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
517,517,743,Network Administrator,0.7682,0.0683,0.5932,59.32
517,517,1315,Database Administrator,0.7418,0.1264,0.588,58.8
517,517,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
517,517,1591,Database Administrator,0.7412,0.0804,0.576,57.6
517,517,1757,Database Administrator,0.7358,0.0846,0.573,57.3
518,518,817,Backend Developer,0.8454,0.1286,0.6662,66.62
518,518,743,Network Administrator,0.8328,0.0888,0.6468,64.68
518,518,715,Database Administrator,0.8241,0.1081,0.6451,64.51
518,518,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
518,518,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
519,519,1919,Database Administrator,0.807,0.0028,0.606,60.6
519,519,515,Java Developer,0.7877,0.0175,0.5951,59.51
519,519,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
519,519,792,Software Engineer,0.7851,0.0138,0.5923,59.23
519,519,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
520,520,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
520,520,817,Backend Developer,0.8311,0.1195,0.6532,65.32
520,520,773,Machine Learning,0.8219,0.1222,0.647,64.7
520,520,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
520,520,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
521,521,743,Network Administrator,0.7682,0.0683,0.5932,59.32
521,521,1315,Database Administrator,0.7418,0.1264,0.588,58.8
521,521,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
521,521,1591,Database Administrator,0.7412,0.0804,0.576,57.6
521,521,1757,Database Administrator,0.7358,0.0846,0.573,57.3
522,522,817,Backend Developer,0.8454,0.1286,0.6662,66.62
522,522,743,Network Administrator,0.8328,0.0888,0.6468,64.68
522,522,715,Database Administrator,0.8241,0.1081,0.6451,64.51
522,522,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
522,522,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
523,523,1919,Database Administrator,0.807,0.0028,0.606,60.6
523,523,515,Java Developer,0.7877,0.0175,0.5951,59.51
523,523,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
523,523,792,Software Engineer,0.7851,0.0138,0.5923,59.23
523,523,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
524,524,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
524,524,817,Backend Developer,0.8311,0.1195,0.6532,65.32
524,524,773,Machine Learning,0.8219,0.1222,0.647,64.7
524,524,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
524,524,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
525,525,743,Network Administrator,0.7682,0.0683,0.5932,59.32
525,525,1315,Database Administrator,0.7418,0.1264,0.588,58.8
525,525,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
525,525,1591,Database Administrator,0.7412,0.0804,0.576,57.6
525,525,1757,Database Administrator,0.7358,0.0846,0.573,57.3
526,526,817,Backend Developer,0.8454,0.1286,0.6662,66.62
526,526,743,Network Administrator,0.8328,0.0888,0.6468,64.68
526,526,715,Database Administrator,0.8241,0.1081,0.6451,64.51
526,526,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
526,526,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
527,527,1919,Database Administrator,0.807,0.0028,0.606,60.6
527,527,515,Java Developer,0.7877,0.0175,0.5951,59.51
527,527,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
527,527,792,Software Engineer,0.7851,0.0138,0.5923,59.23
527,527,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
528,528,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
528,528,817,Backend Developer,0.8311,0.1195,0.6532,65.32
528,528,773,Machine Learning,0.8219,0.1222,0.647,64.7
528,528,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
528,528,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
529,529,743,Network Administrator,0.7682,0.0683,0.5932,59.32
529,529,1315,Database Administrator,0.7418,0.1264,0.588,58.8
529,529,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
529,529,1591,Database Administrator,0.7412,0.0804,0.576,57.6
529,529,1757,Database Administrator,0.7358,0.0846,0.573,57.3
530,530,817,Backend Developer,0.8454,0.1286,0.6662,66.62
530,530,743,Network Administrator,0.8328,0.0888,0.6468,64.68
530,530,715,Database Administrator,0.8241,0.1081,0.6451,64.51
530,530,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
530,530,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
531,531,1919,Database Administrator,0.807,0.0028,0.606,60.6
531,531,515,Java Developer,0.7877,0.0175,0.5951,59.51
531,531,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
531,531,792,Software Engineer,0.7851,0.0138,0.5923,59.23
531,531,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
532,532,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
532,532,817,Backend Developer,0.8311,0.1195,0.6532,65.32
532,532,773,Machine Learning,0.8219,0.1222,0.647,64.7
532,532,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
532,532,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
533,533,743,Network Administrator,0.7682,0.0683,0.5932,59.32
533,533,1315,Database Administrator,0.7418,0.1264,0.588,58.8
533,533,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
533,533,1591,Database Administrator,0.7412,0.0804,0.576,57.6
533,533,1757,Database Administrator,0.7358,0.0846,0.573,57.3
534,534,817,Backend Developer,0.8454,0.1286,0.6662,66.62
534,534,743,Network Administrator,0.8328,0.0888,0.6468,64.68
534,534,715,Database Administrator,0.8241,0.1081,0.6451,64.51
534,534,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
534,534,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
535,535,1919,Database Administrator,0.807,0.0028,0.606,60.6
535,535,515,Java Developer,0.7877,0.0175,0.5951,59.51
535,535,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
535,535,792,Software Engineer,0.7851,0.0138,0.5923,59.23
535,535,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
536,536,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
536,536,817,Backend Developer,0.8311,0.1195,0.6532,65.32
536,536,773,Machine Learning,0.8219,0.1222,0.647,64.7
536,536,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
536,536,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
537,537,743,Network Administrator,0.7682,0.0683,0.5932,59.32
537,537,1315,Database Administrator,0.7418,0.1264,0.588,58.8
537,537,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
537,537,1591,Database Administrator,0.7412,0.0804,0.576,57.6
537,537,1757,Database Administrator,0.7358,0.0846,0.573,57.3
538,538,817,Backend Developer,0.8454,0.1286,0.6662,66.62
538,538,743,Network Administrator,0.8328,0.0888,0.6468,64.68
538,538,715,Database Administrator,0.8241,0.1081,0.6451,64.51
538,538,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
538,538,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
539,539,1919,Database Administrator,0.807,0.0028,0.606,60.6
539,539,515,Java Developer,0.7877,0.0175,0.5951,59.51
539,539,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
539,539,792,Software Engineer,0.7851,0.0138,0.5923,59.23
539,539,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
540,540,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
540,540,817,Backend Developer,0.8311,0.1195,0.6532,65.32
540,540,773,Machine Learning,0.8219,0.1222,0.647,64.7
540,540,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
540,540,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
541,541,743,Network Administrator,0.7682,0.0683,0.5932,59.32
541,541,1315,Database Administrator,0.7418,0.1264,0.588,58.8
541,541,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
541,541,1591,Database Administrator,0.7412,0.0804,0.576,57.6
541,541,1757,Database Administrator,0.7358,0.0846,0.573,57.3
542,542,817,Backend Developer,0.8454,0.1286,0.6662,66.62
542,542,743,Network Administrator,0.8328,0.0888,0.6468,64.68
542,542,715,Database Administrator,0.8241,0.1081,0.6451,64.51
542,542,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
542,542,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
543,543,1919,Database Administrator,0.807,0.0028,0.606,60.6
543,543,515,Java Developer,0.7877,0.0175,0.5951,59.51
543,543,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
543,543,792,Software Engineer,0.7851,0.0138,0.5923,59.23
543,543,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
544,544,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
544,544,817,Backend Developer,0.8311,0.1195,0.6532,65.32
544,544,773,Machine Learning,0.8219,0.1222,0.647,64.7
544,544,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
544,544,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
545,545,743,Network Administrator,0.7682,0.0683,0.5932,59.32
545,545,1315,Database Administrator,0.7418,0.1264,0.588,58.8
545,545,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
545,545,1591,Database Administrator,0.7412,0.0804,0.576,57.6
545,545,1757,Database Administrator,0.7358,0.0846,0.573,57.3
546,546,817,Backend Developer,0.8454,0.1286,0.6662,66.62
546,546,743,Network Administrator,0.8328,0.0888,0.6468,64.68
546,546,715,Database Administrator,0.8241,0.1081,0.6451,64.51
546,546,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
546,546,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
547,547,1919,Database Administrator,0.807,0.0028,0.606,60.6
547,547,515,Java Developer,0.7877,0.0175,0.5951,59.51
547,547,777,Full Stack Developer,0.7883,0.0104,0.5938,59.38
547,547,792,Software Engineer,0.7851,0.0138,0.5923,59.23
547,547,1315,Database Administrator,0.7842,0.0071,0.5899,58.99
548,548,1681,Database Administrator,0.8441,0.1196,0.6629,66.29
548,548,817,Backend Developer,0.8311,0.1195,0.6532,65.32
548,548,773,Machine Learning,0.8219,0.1222,0.647,64.7
548,548,1919,Database Administrator,0.8176,0.1145,0.6418,64.18
548,548,2146,Network Administrator,0.8196,0.1057,0.6411,64.11
549,549,743,Network Administrator,0.7682,0.0683,0.5932,59.32
549,549,1315,Database Administrator,0.7418,0.1264,0.588,58.8
549,549,1919,Database Administrator,0.7403,0.1114,0.5831,58.31
549,549,1591,Database Administrator,0.7412,0.0804,0.576,57.6
549,549,1757,Database Administrator,0.7358,0.0846,0.573,57.3
550,550,817,Backend Developer,0.8454,0.1286,0.6662,66.62
550,550,743,Network Administrator,0.8328,0.0888,0.6468,64.68
550,550,715,Database Administrator,0.8241,0.1081,0.6451,64.51
550,550,1622,Backend Developer,0.8222,0.0958,0.6406,64.06
550,550,2244,Backend Developer,0.8346,0.0179,0.6304,63.04
551,551,1367,Backend Developer,0.8408,0.1199,0.6606,66.06
551,551,1505,Java Developer,0.8359,0.1078,0.6539,65.39
551,551,2165,iOS Developer,0.8341,0.1051,0.6519,65.19
551,551,91,Backend Developer,0.8339,0.1016,0.6508,65.08
551,551,1455,Java Developer,0.8437,0.0132,0.6361,63.61
552,552,863,Machine Learning,0.7599,0.0667,0.5866,58.66
552,552,1519,Django Developer,0.7278,0.0968,0.57,57.0
552,552,494,Machine Learning,0.7307,0.0816,0.5684,56.84
552,552,1555,Django Developer,0.7354,0.0455,0.5629,56.29
552,552,1680,Machine Learning,0.7192,0.051,0.5522,55.22
553,553,466,Backend Developer,0.8035,0.0659,0.6191,61.91
553,553,523,Machine Learning,0.7925,0.0781,0.6139,61.39
553,553,1021,Django Developer,0.7674,0.0536,0.5889,58.89
553,553,2034,PHP Developer,0.7599,0.0723,0.588,58.8
553,553,2031,Django Developer,0.7667,0.04,0.585,58.5
554,554,1823,Django Developer,0.7968,0.1351,0.6314,63.14
554,554,1426,Django Developer,0.7852,0.1429,0.6246,62.46
554,554,1073,Django Developer,0.7715,0.1488,0.6158,61.58
554,554,206,Django Developer,0.7699,0.1464,0.614,61.4
554,554,2211,Django Developer,0.7664,0.1206,0.605,60.5
555,555,2095,Machine Learning,0.7571,0.0647,0.584,58.4
555,555,660,Machine Learning,0.7404,0.0789,0.5751,57.51
555,555,1622,Backend Developer,0.7295,0.0712,0.5649,56.49
555,555,1811,JavaScript Developer,0.7154,0.0667,0.5532,55.32
555,555,1569,JavaScript Developer,0.7121,0.0657,0.5505,55.05
556,556,983,Django Developer,0.7689,0.1117,0.6046,60.46
556,556,1646,Django Developer,0.7433,0.1016,0.5829,58.29
556,556,667,Django Developer,0.7419,0.0925,0.5796,57.96
556,556,2253,Django Developer,0.7341,0.0935,0.5739,57.39
556,556,783,Django Developer,0.7357,0.0787,0.5715,57.15
557,557,1367,Backend Developer,0.8408,0.1199,0.6606,66.06
557,557,1505,Java Developer,0.8359,0.1078,0.6539,65.39
557,557,2165,iOS Developer,0.8341,0.1051,0.6519,65.19
557,557,91,Backend Developer,0.8339,0.1016,0.6508,65.08
557,557,1455,Java Developer,0.8437,0.0132,0.6361,63.61
558,558,863,Machine Learning,0.7599,0.0667,0.5866,58.66
558,558,1519,Django Developer,0.7278,0.0968,0.57,57.0
558,558,494,Machine Learning,0.7307,0.0816,0.5684,56.84
558,558,1555,Django Developer,0.7354,0.0455,0.5629,56.29
558,558,1680,Machine Learning,0.7192,0.051,0.5522,55.22
559,559,466,Backend Developer,0.8035,0.0659,0.6191,61.91
559,559,523,Machine Learning,0.7925,0.0781,0.6139,61.39
559,559,1021,Django Developer,0.7674,0.0536,0.5889,58.89
559,559,2034,PHP Developer,0.7599,0.0723,0.588,58.8
559,559,2031,Django Developer,0.7667,0.04,0.585,58.5
560,560,1823,Django Developer,0.7968,0.1351,0.6314,63.14
560,560,1426,Django Developer,0.7852,0.1429,0.6246,62.46
560,560,1073,Django Developer,0.7715,0.1488,0.6158,61.58
560,560,206,Django Developer,0.7699,0.1464,0.614,61.4
560,560,2211,Django Developer,0.7664,0.1206,0.605,60.5
561,561,2095,Machine Learning,0.7571,0.0647,0.584,58.4
561,561,660,Machine Learning,0.7404,0.0789,0.5751,57.51
561,561,1622,Backend Developer,0.7295,0.0712,0.5649,56.49
561,561,1811,JavaScript Developer,0.7154,0.0667,0.5532,55.32
561,561,1569,JavaScript Developer,0.7121,0.0657,0.5505,55.05
562,562,983,Django Developer,0.7689,0.1117,0.6046,60.46
562,562,1646,Django Developer,0.7433,0.1016,0.5829,58.29
562,562,667,Django Developer,0.7419,0.0925,0.5796,57.96
562,562,2253,Django Developer,0.7341,0.0935,0.5739,57.39
562,562,783,Django Developer,0.7357,0.0787,0.5715,57.15
563,563,1367,Backend Developer,0.8408,0.1199,0.6606,66.06
563,563,1505,Java Developer,0.8359,0.1078,0.6539,65.39
563,563,2165,iOS Developer,0.8341,0.1051,0.6519,65.19
563,563,91,Backend Developer,0.8339,0.1016,0.6508,65.08
563,563,1455,Java Developer,0.8437,0.0132,0.6361,63.61
564,564,863,Machine Learning,0.7599,0.0667,0.5866,58.66
564,564,1519,Django Developer,0.7278,0.0968,0.57,57.0
564,564,494,Machine Learning,0.7307,0.0816,0.5684,56.84
564,564,1555,Django Developer,0.7354,0.0455,0.5629,56.29
564,564,1680,Machine Learning,0.7192,0.051,0.5522,55.22
565,565,466,Backend Developer,0.8035,0.0659,0.6191,61.91
565,565,523,Machine Learning,0.7925,0.0781,0.6139,61.39
565,565,1021,Django Developer,0.7674,0.0536,0.5889,58.89
565,565,2034,PHP Developer,0.7599,0.0723,0.588,58.8
565,565,2031,Django Developer,0.7667,0.04,0.585,58.5
566,566,1823,Django Developer,0.7968,0.1351,0.6314,63.14
566,566,1426,Django Developer,0.7852,0.1429,0.6246,62.46
